"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,6.52055979969571,0.814,0.021,0,"20","PLD4"
0,6.35606409653461,0.626,0.01,0,"20","SPIB"
0,6.34785349222062,0.481,0.014,0,"20","SMIM5"
0,6.22641602394413,0.491,0.009,0,"20","TCL1A"
0,6.19936379557235,0.723,0.02,0,"20","C1orf186"
0,6.08759192096896,0.569,0.025,0,"20","MYBL2"
0,5.94858241639067,0.516,0.017,0,"20","ZFAT"
0,5.84296057952764,0.566,0.009,0,"20","LINC00996"
0,5.81333825067048,0.314,0.009,0,"20","PHEX"
0,5.53013371424119,0.56,0.056,0,"20","PTGDS"
0,5.48883270954029,0.575,0.009,0,"20","FAM129C"
0,9.18049708018415,0.793,0.014,0,"21","CCL21"
0,7.81608900628015,0.771,0.012,0,"21","MMRN1"
0,7.80795171414629,0.557,0.009,0,"21","PROX1"
0,7.70378306685671,0.257,0.002,0,"21","KLHL4"
0,7.56849658997215,0.257,0.002,0,"21","ART4"
0,7.32516854901749,0.407,0.006,0,"21","SCN3B"
0,7.23581317343038,0.386,0.003,0,"21","GPM6A"
0,7.22977159165071,0.336,0.003,0,"21","RP11-322E11.5"
0,6.8921962295666,0.386,0.005,0,"21","SEMA3D"
0,6.88150095778534,0.343,0.004,0,"21","RELN"
0,6.76845927710601,0.336,0.008,0,"21","SEMA3A"
0,6.32594460999663,0.343,0.007,0,"21","PKHD1L1"
0,6.16445952199238,0.421,0.017,0,"21","TBX1"
0,6.15461447273942,0.321,0.012,0,"21","ACKR2"
0,5.64851079050973,0.486,0.014,0,"21","FLT4"
0,5.57692637907248,0.793,0.08,0,"21","EFEMP1"
0,5.45710269440942,0.664,0.03,0,"21","PDPN"
0,5.39202765918536,0.393,0.018,0,"21","LYVE1"
0,5.33002490117292,0.914,0.115,0,"21","TFPI"
0,5.28830292441282,0.293,0.012,0,"21","PTX3"
0,11.6386761090973,0.324,0,0,"22","CD5L"
0,7.01948976907677,0.441,0.006,0,"22","FGF5"
0,6.7051268883872,0.529,0.008,0,"22","HMGA2"
0,5.93777912830572,0.941,0.066,0,"22","SERPINE1"
0,5.92044847212523,0.588,0.022,0,"22","ANLN"
0,5.54390435454334,0.471,0.019,0,"22","DEPDC1"
0,5.50190429691458,0.265,0.02,0,"22","SMOC1"
0,5.31475154824918,0.529,0.027,0,"22","HGF"
0,5.28968090769049,0.353,0.017,0,"22","PQLC2L"
0,5.24927515097495,0.265,0.016,0,"22","HJURP"
0,5.21842812258469,0.5,0.026,0,"22","CDCA3"
0,5.16511473390667,0.294,0.02,0,"22","CDCA2"
0,5.14805458764525,0.265,0.013,0,"22","ADAMTSL1"
0,5.06631154107258,0.324,0.023,0,"22","DIAPH3"
0,4.91983352743388,0.618,0.026,0,"22","DKK1"
0,4.86411820715121,0.294,0.023,0,"22","POLR3G"
0,4.8588528881342,0.676,0.055,0,"22","CCNB1"
0,4.76828914031827,0.765,0.084,0,"22","KCNMA1"
0,4.71408151558379,0.618,0.05,0,"22","CDK1"
0,4.56435864677517,0.294,0.031,0,"22","RP11-124N14.3"
