pert_id,pert_iname,cell_lines_tested.x,median_cellline_score,mean_cellline_score,best_cellline_score,worst_cellline_score,compound_rank,cell_lines_tested.y,positive_cell_lines,negative_cell_lines,consistent_reversal,robust_rank
BRD-K05181463,L-741626,1,-0.1413285746807251,-0.1413285746807251,-0.1413285746807251,-0.1413285746807251,5134,1,0,1,FALSE,5134
BRD-K58247702,BRD-K58247702,1,-0.14136647798972418,-0.14136647798972418,-0.14136647798972418,-0.14136647798972418,5135,1,0,1,FALSE,5135
BRD-K01477275,BRD-K01477275,1,-0.14141094125478237,-0.14141094125478237,-0.14141094125478237,-0.14141094125478237,5136,1,0,1,FALSE,5136
BRD-A26962727,BRD-A26962727,1,-0.1418895307978914,-0.1418895307978914,-0.1418895307978914,-0.1418895307978914,5137,1,0,1,FALSE,5137
BRD-K86873305,piperacillin,1,-0.14196437514002497,-0.14196437514002497,-0.14196437514002497,-0.14196437514002497,5138,1,0,1,FALSE,5138
BRD-K48059230,YM-298198,1,-0.14217393545319337,-0.14217393545319337,-0.14217393545319337,-0.14217393545319337,5139,1,0,1,FALSE,5139
BRD-A84102390,BRD-A84102390,1,-0.14228845154875358,-0.14228845154875358,-0.14228845154875358,-0.14228845154875358,5140,1,0,1,FALSE,5140
BRD-K85102293,BRD-K85102293,1,-0.14238270825256794,-0.14238270825256794,-0.14238270825256794,-0.14238270825256794,5141,1,0,1,FALSE,5141
BRD-K19220233,JNK-9L,5,-0.1423859639346166,-0.16487817272718255,0.05959515367785386,-0.435739579608034,5142,5,1,4,FALSE,5142
BRD-K93618743,ipriflavone,1,-0.14243502888081516,-0.14243502888081516,-0.14243502888081516,-0.14243502888081516,5143,1,0,1,FALSE,5143
BRD-K10598093,hexamethonium,1,-0.1425612306715079,-0.1425612306715079,-0.1425612306715079,-0.1425612306715079,5144,1,0,1,FALSE,5144
BRD-K18794550,SA-423167,1,-0.14265936781096444,-0.14265936781096444,-0.14265936781096444,-0.14265936781096444,5145,1,0,1,FALSE,5145
BRD-K39958166,SA-96805,1,-0.14275425829316865,-0.14275425829316865,-0.14275425829316865,-0.14275425829316865,5146,1,0,1,FALSE,5146
BRD-K73323637,levobunolol,1,-0.142854786292203,-0.142854786292203,-0.142854786292203,-0.142854786292203,5147,1,0,1,FALSE,5147
BRD-K44353683,nateglinide,1,-0.1431757148512967,-0.1431757148512967,-0.1431757148512967,-0.1431757148512967,5148,1,0,1,FALSE,5148
BRD-K40138205,BRD-K40138205,1,-0.14319201670180626,-0.14319201670180626,-0.14319201670180626,-0.14319201670180626,5149,1,0,1,FALSE,5149
BRD-K74501079,azithromycin,1,-0.14343623327844693,-0.14343623327844693,-0.14343623327844693,-0.14343623327844693,5150,1,0,1,FALSE,5150
BRD-A54490543,pirlindole,1,-0.14365061105136084,-0.14365061105136084,-0.14365061105136084,-0.14365061105136084,5151,1,0,1,FALSE,5151
BRD-K60932973,BRD-K60932973,1,-0.14397891954974085,-0.14397891954974085,-0.14397891954974085,-0.14397891954974085,5152,1,0,1,FALSE,5152
BRD-K97629076,BRD-K97629076,1,-0.14406812433761662,-0.14406812433761662,-0.14406812433761662,-0.14406812433761662,5153,1,0,1,FALSE,5153
BRD-K88378636,withaferin-a,1,-0.14412091688707981,-0.14412091688707981,-0.14412091688707981,-0.14412091688707981,5154,1,0,1,FALSE,5154
BRD-K63245238,BRD-K63245238,1,-0.14420571785620345,-0.14420571785620345,-0.14420571785620345,-0.14420571785620345,5155,1,0,1,FALSE,5155
BRD-K19499941,BRD-K19499941,1,-0.1442202831805557,-0.1442202831805557,-0.1442202831805557,-0.1442202831805557,5156,1,0,1,FALSE,5156
BRD-K62122103,BRD-K62122103,1,-0.14422528257491368,-0.14422528257491368,-0.14422528257491368,-0.14422528257491368,5157,1,0,1,FALSE,5157
BRD-K96703623,BRD-K96703623,1,-0.14430687512688262,-0.14430687512688262,-0.14430687512688262,-0.14430687512688262,5158,1,0,1,FALSE,5158
BRD-K77750380,BRD-K77750380,1,-0.1444516802160975,-0.1444516802160975,-0.1444516802160975,-0.1444516802160975,5159,1,0,1,FALSE,5159
BRD-K26863634,BIX-01338,1,-0.14452816448193284,-0.14452816448193284,-0.14452816448193284,-0.14452816448193284,5160,1,0,1,FALSE,5160
BRD-K53423944,BRD-K53423944,1,-0.14467713242517477,-0.14467713242517477,-0.14467713242517477,-0.14467713242517477,5161,1,0,1,FALSE,5161
BRD-A11095214,BRD-A11095214,1,-0.14476965414011828,-0.14476965414011828,-0.14476965414011828,-0.14476965414011828,5162,1,0,1,FALSE,5162
BRD-K00381581,BRD-K00381581,1,-0.1448024020004277,-0.1448024020004277,-0.1448024020004277,-0.1448024020004277,5163,1,0,1,FALSE,5163
BRD-K37561857,zardaverine,1,-0.1448268300667731,-0.1448268300667731,-0.1448268300667731,-0.1448268300667731,5164,1,0,1,FALSE,5164
BRD-K53011428,BRD-K53011428,1,-0.1448727367327911,-0.1448727367327911,-0.1448727367327911,-0.1448727367327911,5165,1,0,1,FALSE,5165
BRD-K33606495,BRD-K33606495,1,-0.14507509450017497,-0.14507509450017497,-0.14507509450017497,-0.14507509450017497,5166,1,0,1,FALSE,5166
BRD-A93893742,EMF-sumo1-2,1,-0.1451926372725801,-0.1451926372725801,-0.1451926372725801,-0.1451926372725801,5167,1,0,1,FALSE,5167
BRD-K12168891,BRD-K12168891,1,-0.14519351686753518,-0.14519351686753518,-0.14519351686753518,-0.14519351686753518,5168,1,0,1,FALSE,5168
BRD-K58900438,BRD-K58900438,1,-0.14521794760020296,-0.14521794760020296,-0.14521794760020296,-0.14521794760020296,5169,1,0,1,FALSE,5169
BRD-K91034707,BRD-K91034707,1,-0.14526223249145587,-0.14526223249145587,-0.14526223249145587,-0.14526223249145587,5170,1,0,1,FALSE,5170
BRD-A65615053,zacopride,1,-0.1452992915824861,-0.1452992915824861,-0.1452992915824861,-0.1452992915824861,5171,1,0,1,FALSE,5171
BRD-K40227168,vinburnine,1,-0.1453519021615718,-0.1453519021615718,-0.1453519021615718,-0.1453519021615718,5172,1,0,1,FALSE,5172
BRD-K75081836,BRD-K75081836,1,-0.14551294834142497,-0.14551294834142497,-0.14551294834142497,-0.14551294834142497,5173,1,0,1,FALSE,5173
BRD-K38599483,BRD-K38599483,1,-0.1455556478282228,-0.1455556478282228,-0.1455556478282228,-0.1455556478282228,5174,1,0,1,FALSE,5174
BRD-K18922609,neostigmine,1,-0.1457566995067768,-0.1457566995067768,-0.1457566995067768,-0.1457566995067768,5175,1,0,1,FALSE,5175
BRD-K06198550,isorotenone,1,-0.14576691285348148,-0.14576691285348148,-0.14576691285348148,-0.14576691285348148,5176,1,0,1,FALSE,5176
BRD-K88832793,KU-C104133,1,-0.14580173852938824,-0.14580173852938824,-0.14580173852938824,-0.14580173852938824,5177,1,0,1,FALSE,5177
BRD-A66846505,BRD-A66846505,1,-0.1459506249743807,-0.1459506249743807,-0.1459506249743807,-0.1459506249743807,5178,1,0,1,FALSE,5178
BRD-K15164005,apoptosis-activator-II,1,-0.14606360474407817,-0.14606360474407817,-0.14606360474407817,-0.14606360474407817,5179,1,0,1,FALSE,5179
BRD-K04389336,labetalol,1,-0.14608674211421613,-0.14608674211421613,-0.14608674211421613,-0.14608674211421613,5180,1,0,1,FALSE,5180
BRD-K14939371,BRD-K14939371,1,-0.14638903241338633,-0.14638903241338633,-0.14638903241338633,-0.14638903241338633,5181,1,0,1,FALSE,5181
BRD-K79734497,SA-1939936,1,-0.14663427292481535,-0.14663427292481535,-0.14663427292481535,-0.14663427292481535,5182,1,0,1,FALSE,5182
BRD-K66206289,lobeline,1,-0.14671940838632483,-0.14671940838632483,-0.14671940838632483,-0.14671940838632483,5183,1,0,1,FALSE,5183
BRD-K12707296,BRD-K12707296,1,-0.14675499443965997,-0.14675499443965997,-0.14675499443965997,-0.14675499443965997,5184,1,0,1,FALSE,5184
BRD-K23623876,decafluorobutane,1,-0.14681353429195304,-0.14681353429195304,-0.14681353429195304,-0.14681353429195304,5185,1,0,1,FALSE,5185
BRD-K02953697,naringin,1,-0.14682048140056786,-0.14682048140056786,-0.14682048140056786,-0.14682048140056786,5186,1,0,1,FALSE,5186
BRD-K24564544,AT-CSC-07,1,-0.14700518823175937,-0.14700518823175937,-0.14700518823175937,-0.14700518823175937,5187,1,0,1,FALSE,5187
BRD-A28412351,BRD-A28412351,1,-0.14701149684532155,-0.14701149684532155,-0.14701149684532155,-0.14701149684532155,5188,1,0,1,FALSE,5188
BRD-K16472144,BRD-K16472144,1,-0.14701273450751742,-0.14701273450751742,-0.14701273450751742,-0.14701273450751742,5189,1,0,1,FALSE,5189
BRD-U86922168,QL-XII-47,1,-0.14702031605267304,-0.14702031605267304,-0.14702031605267304,-0.14702031605267304,5190,1,0,1,FALSE,5190
BRD-K93331255,lypressin,1,-0.14710849867557374,-0.14710849867557374,-0.14710849867557374,-0.14710849867557374,5191,1,0,1,FALSE,5191
BRD-K85925969,zalcitabine,1,-0.14722546330156017,-0.14722546330156017,-0.14722546330156017,-0.14722546330156017,5192,1,0,1,FALSE,5192
BRD-K18453942,VU-0414833-2,1,-0.14739159120147483,-0.14739159120147483,-0.14739159120147483,-0.14739159120147483,5193,1,0,1,FALSE,5193
BRD-K14696368,"9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide",1,-0.1475609552561306,-0.1475609552561306,-0.1475609552561306,-0.1475609552561306,5194,1,0,1,FALSE,5194
BRD-K38910949,ST-4075437,1,-0.14756997760626073,-0.14756997760626073,-0.14756997760626073,-0.14756997760626073,5195,1,0,1,FALSE,5195
BRD-K97476371,VU-0415011,1,-0.14775652758976657,-0.14775652758976657,-0.14775652758976657,-0.14775652758976657,5196,1,0,1,FALSE,5196
BRD-K08554278,bisbenzimide,1,-0.14780714900702788,-0.14780714900702788,-0.14780714900702788,-0.14780714900702788,5197,1,0,1,FALSE,5197
BRD-K14821965,propidium,1,-0.14794932243760825,-0.14794932243760825,-0.14794932243760825,-0.14794932243760825,5198,1,0,1,FALSE,5198
BRD-K27141178,SB-203186,1,-0.14795526810389895,-0.14795526810389895,-0.14795526810389895,-0.14795526810389895,5199,1,0,1,FALSE,5199
BRD-K68341547,W-9,1,-0.14835709702164554,-0.14835709702164554,-0.14835709702164554,-0.14835709702164554,5200,1,0,1,FALSE,5200
BRD-K20178228,BRD-K20178228,1,-0.14839836832612185,-0.14839836832612185,-0.14839836832612185,-0.14839836832612185,5201,1,0,1,FALSE,5201
BRD-K37549600,BRD-K37549600,1,-0.14840993192907076,-0.14840993192907076,-0.14840993192907076,-0.14840993192907076,5202,1,0,1,FALSE,5202
BRD-K46532897,BRD-K46532897,1,-0.14842751917618524,-0.14842751917618524,-0.14842751917618524,-0.14842751917618524,5203,1,0,1,FALSE,5203
BRD-K57073585,BRD-K57073585,1,-0.14848920713432612,-0.14848920713432612,-0.14848920713432612,-0.14848920713432612,5204,1,0,1,FALSE,5204
BRD-K44899736,Ro-16-6941,1,-0.14860188217864423,-0.14860188217864423,-0.14860188217864423,-0.14860188217864423,5205,1,0,1,FALSE,5205
BRD-K60528884,SA-1938740,1,-0.148610705853718,-0.148610705853718,-0.148610705853718,-0.148610705853718,5206,1,0,1,FALSE,5206
BRD-K40758391,BRD-K40758391,1,-0.14877155299380246,-0.14877155299380246,-0.14877155299380246,-0.14877155299380246,5207,1,0,1,FALSE,5207
BRD-K73876582,BRD-K73876582,1,-0.14884722219578156,-0.14884722219578156,-0.14884722219578156,-0.14884722219578156,5208,1,0,1,FALSE,5208
BRD-K68783079,BRD-K68783079,1,-0.14887549365516634,-0.14887549365516634,-0.14887549365516634,-0.14887549365516634,5209,1,0,1,FALSE,5209
BRD-K83023055,GR-135531,1,-0.1490687126029106,-0.1490687126029106,-0.1490687126029106,-0.1490687126029106,5210,1,0,1,FALSE,5210
BRD-K00938507,sulfamethoxypyridazine,1,-0.14911937851804435,-0.14911937851804435,-0.14911937851804435,-0.14911937851804435,5211,1,0,1,FALSE,5211
BRD-K91184774,BRD-K91184774,1,-0.14914564899257432,-0.14914564899257432,-0.14914564899257432,-0.14914564899257432,5212,1,0,1,FALSE,5212
BRD-K05593511,BRD-K05593511,1,-0.14917634145686176,-0.14917634145686176,-0.14917634145686176,-0.14917634145686176,5213,1,0,1,FALSE,5213
BRD-K25731886,BRD-K25731886,1,-0.1492530102991635,-0.1492530102991635,-0.1492530102991635,-0.1492530102991635,5214,1,0,1,FALSE,5214
BRD-K56940463,oxetacaine,1,-0.14945634163405028,-0.14945634163405028,-0.14945634163405028,-0.14945634163405028,5215,1,0,1,FALSE,5215
BRD-K32580836,BRD-K32580836,1,-0.14959200972577835,-0.14959200972577835,-0.14959200972577835,-0.14959200972577835,5216,1,0,1,FALSE,5216
BRD-K72024482,MRS-1754,1,-0.14975956991681208,-0.14975956991681208,-0.14975956991681208,-0.14975956991681208,5217,1,0,1,FALSE,5217
BRD-K23714869,triamcinolone,1,-0.14987002398477406,-0.14987002398477406,-0.14987002398477406,-0.14987002398477406,5218,1,0,1,FALSE,5218
BRD-K41889859,BRD-K41889859,1,-0.14988193287568205,-0.14988193287568205,-0.14988193287568205,-0.14988193287568205,5219,1,0,1,FALSE,5219
BRD-K61314889,endo-IWR-1,1,-0.14995447376912113,-0.14995447376912113,-0.14995447376912113,-0.14995447376912113,5220,1,0,1,FALSE,5220
BRD-K14721042,BRD-K14721042,1,-0.1500086781398772,-0.1500086781398772,-0.1500086781398772,-0.1500086781398772,5221,1,0,1,FALSE,5221
BRD-K26669427,WR-216174,1,-0.15036768324422695,-0.15036768324422695,-0.15036768324422695,-0.15036768324422695,5222,1,0,1,FALSE,5222
BRD-K86887724,dofetilide,1,-0.15043687860192234,-0.15043687860192234,-0.15043687860192234,-0.15043687860192234,5223,1,0,1,FALSE,5223
BRD-K92038420,BRD-K92038420,1,-0.15045419394154078,-0.15045419394154078,-0.15045419394154078,-0.15045419394154078,5224,1,0,1,FALSE,5224
BRD-K38483076,KU-C103655,1,-0.15046983827763583,-0.15046983827763583,-0.15046983827763583,-0.15046983827763583,5225,1,0,1,FALSE,5225
BRD-A87848830,bimatoprost,1,-0.15054314887994286,-0.15054314887994286,-0.15054314887994286,-0.15054314887994286,5226,1,0,1,FALSE,5226
BRD-K11169037,BRD-K11169037,1,-0.15056930142908342,-0.15056930142908342,-0.15056930142908342,-0.15056930142908342,5227,1,0,1,FALSE,5227
BRD-K70505054,ranitidine,1,-0.15064418895237477,-0.15064418895237477,-0.15064418895237477,-0.15064418895237477,5228,1,0,1,FALSE,5228
BRD-K46836114,BRD-K46836114,1,-0.15065198738395358,-0.15065198738395358,-0.15065198738395358,-0.15065198738395358,5229,1,0,1,FALSE,5229
BRD-K37618507,BRD-K37618507,1,-0.15070570216453594,-0.15070570216453594,-0.15070570216453594,-0.15070570216453594,5230,1,0,1,FALSE,5230
BRD-K14914284,BRD-K14914284,1,-0.15084687967035965,-0.15084687967035965,-0.15084687967035965,-0.15084687967035965,5231,1,0,1,FALSE,5231
BRD-K53855319,SRT-1720,1,-0.1509585044769392,-0.1509585044769392,-0.1509585044769392,-0.1509585044769392,5232,1,0,1,FALSE,5232
BRD-A66927094,nemonapride,1,-0.15102106408334287,-0.15102106408334287,-0.15102106408334287,-0.15102106408334287,5233,1,0,1,FALSE,5233
BRD-K14681867,somatostatin,1,-0.1515353827778589,-0.1515353827778589,-0.1515353827778589,-0.1515353827778589,5234,1,0,1,FALSE,5234
BRD-K59019422,BRD-K59019422,1,-0.15165621700395499,-0.15165621700395499,-0.15165621700395499,-0.15165621700395499,5235,1,0,1,FALSE,5235
BRD-A94709349,metaxalone,1,-0.1516671965377343,-0.1516671965377343,-0.1516671965377343,-0.1516671965377343,5236,1,0,1,FALSE,5236
BRD-A41995253,brucine,1,-0.1517057381083746,-0.1517057381083746,-0.1517057381083746,-0.1517057381083746,5237,1,0,1,FALSE,5237
BRD-K37080523,isoreserpine,1,-0.15177993618821473,-0.15177993618821473,-0.15177993618821473,-0.15177993618821473,5238,1,0,1,FALSE,5238
BRD-K14550461,doxercalciferol,1,-0.1518030568601307,-0.1518030568601307,-0.1518030568601307,-0.1518030568601307,5239,1,0,1,FALSE,5239
BRD-K31315646,BRD-K31315646,1,-0.1518074108119771,-0.1518074108119771,-0.1518074108119771,-0.1518074108119771,5240,1,0,1,FALSE,5240
BRD-K82259334,methyl-dopate,1,-0.15183240200049963,-0.15183240200049963,-0.15183240200049963,-0.15183240200049963,5241,1,0,1,FALSE,5241
BRD-K87375115,KM-00799,1,-0.15190333678408977,-0.15190333678408977,-0.15190333678408977,-0.15190333678408977,5242,1,0,1,FALSE,5242
BRD-K16977723,PP-3,1,-0.15194534312541796,-0.15194534312541796,-0.15194534312541796,-0.15194534312541796,5243,1,0,1,FALSE,5243
BRD-K36317223,BRD-K36317223,1,-0.1519539886423163,-0.1519539886423163,-0.1519539886423163,-0.1519539886423163,5244,1,0,1,FALSE,5244
BRD-K34092021,arvanil,1,-0.1520627678205027,-0.1520627678205027,-0.1520627678205027,-0.1520627678205027,5245,1,0,1,FALSE,5245
BRD-A58280226,Y-27632,5,-0.15215363979538743,-0.15982697820557262,0.13536306960532163,-0.4031533407521667,5246,5,1,4,FALSE,5246
BRD-K11399644,phenformin,1,-0.1522046187084391,-0.1522046187084391,-0.1522046187084391,-0.1522046187084391,5247,1,0,1,FALSE,5247
BRD-K20352452,BRD-K20352452,1,-0.1523160024082091,-0.1523160024082091,-0.1523160024082091,-0.1523160024082091,5248,1,0,1,FALSE,5248
BRD-K98064019,BRD-K98064019,1,-0.15234715514850905,-0.15234715514850905,-0.15234715514850905,-0.15234715514850905,5249,1,0,1,FALSE,5249
BRD-A58767537,afatinib,5,-0.1527213679960559,-0.07008920898537624,0.361745555955306,-0.35977986551768604,5250,5,2,3,FALSE,5250
BRD-K54529596,captopril,1,-0.15279877996174956,-0.15279877996174956,-0.15279877996174956,-0.15279877996174956,5251,1,0,1,FALSE,5251
BRD-K56477805,BRD-K56477805,1,-0.15283275923377387,-0.15283275923377387,-0.15283275923377387,-0.15283275923377387,5252,1,0,1,FALSE,5252
BRD-K48974000,BRD-K48974000,1,-0.15286212025726423,-0.15286212025726423,-0.15286212025726423,-0.15286212025726423,5253,1,0,1,FALSE,5253
BRD-K90700939,BRD-K90700939,1,-0.15297670049291234,-0.15297670049291234,-0.15297670049291234,-0.15297670049291234,5254,1,0,1,FALSE,5254
BRD-A30205217,ethotoin,1,-0.15332957942813824,-0.15332957942813824,-0.15332957942813824,-0.15332957942813824,5255,1,0,1,FALSE,5255
BRD-A82590476,SDZ-NKT-343,1,-0.15344151451208116,-0.15344151451208116,-0.15344151451208116,-0.15344151451208116,5256,1,0,1,FALSE,5256
BRD-K12916986,BRD-K12916986,1,-0.15345242429623124,-0.15345242429623124,-0.15345242429623124,-0.15345242429623124,5257,1,0,1,FALSE,5257
BRD-K67514995,BRD-K67514995,1,-0.15348621178142519,-0.15348621178142519,-0.15348621178142519,-0.15348621178142519,5258,1,0,1,FALSE,5258
BRD-K00859168,BRD-K00859168,1,-0.15381999624666592,-0.15381999624666592,-0.15381999624666592,-0.15381999624666592,5259,1,0,1,FALSE,5259
BRD-K77008974,WYE-354,1,-0.15386949778906853,-0.15386949778906853,-0.15386949778906853,-0.15386949778906853,5260,1,0,1,FALSE,5260
BRD-A43082555,loxoprofen,1,-0.15388394183140577,-0.15388394183140577,-0.15388394183140577,-0.15388394183140577,5261,1,0,1,FALSE,5261
BRD-K88304388,dextrorphan,1,-0.15390592806212805,-0.15390592806212805,-0.15390592806212805,-0.15390592806212805,5262,1,0,1,FALSE,5262
BRD-A16998493,etodolac,1,-0.15471076793954172,-0.15471076793954172,-0.15471076793954172,-0.15471076793954172,5263,1,0,1,FALSE,5263
BRD-K21165668,BRD-K21165668,1,-0.15474639654021713,-0.15474639654021713,-0.15474639654021713,-0.15474639654021713,5264,1,0,1,FALSE,5264
BRD-A34706053,CGP-12177,1,-0.1548625496510413,-0.1548625496510413,-0.1548625496510413,-0.1548625496510413,5265,1,0,1,FALSE,5265
BRD-K13387373,thonzonium,1,-0.1550342240173096,-0.1550342240173096,-0.1550342240173096,-0.1550342240173096,5266,1,0,1,FALSE,5266
BRD-K56446541,BRD-K56446541,1,-0.15507842385464873,-0.15507842385464873,-0.15507842385464873,-0.15507842385464873,5267,1,0,1,FALSE,5267
BRD-K99718824,BRD-K99718824,1,-0.1553515754380306,-0.1553515754380306,-0.1553515754380306,-0.1553515754380306,5268,1,0,1,FALSE,5268
BRD-K92000912,AM-251,1,-0.1553775553779992,-0.1553775553779992,-0.1553775553779992,-0.1553775553779992,5269,1,0,1,FALSE,5269
BRD-A38913120,BH3I-1,1,-0.15548758139414195,-0.15548758139414195,-0.15548758139414195,-0.15548758139414195,5270,1,0,1,FALSE,5270
BRD-K71534238,GW-9508,1,-0.15567979402869453,-0.15567979402869453,-0.15567979402869453,-0.15567979402869453,5271,1,0,1,FALSE,5271
BRD-K73238422,BRD-K73238422,1,-0.15582793108755297,-0.15582793108755297,-0.15582793108755297,-0.15582793108755297,5272,1,0,1,FALSE,5272
BRD-A62525898,prednisone,1,-0.15593507625081604,-0.15593507625081604,-0.15593507625081604,-0.15593507625081604,5273,1,0,1,FALSE,5273
BRD-K27290412,BRD-K27290412,1,-0.15597640322641781,-0.15597640322641781,-0.15597640322641781,-0.15597640322641781,5274,1,0,1,FALSE,5274
BRD-K95895342,BRD-K95895342,1,-0.15600151139789625,-0.15600151139789625,-0.15600151139789625,-0.15600151139789625,5275,1,0,1,FALSE,5275
BRD-K79491139,BRD-K79491139,1,-0.15607431394176385,-0.15607431394176385,-0.15607431394176385,-0.15607431394176385,5276,1,0,1,FALSE,5276
BRD-K63385089,SA-85764,1,-0.15634140976048017,-0.15634140976048017,-0.15634140976048017,-0.15634140976048017,5277,1,0,1,FALSE,5277
BRD-K13810148,givinostat,1,-0.15634705660474624,-0.15634705660474624,-0.15634705660474624,-0.15634705660474624,5278,1,0,1,FALSE,5278
BRD-K31380618,BRD-K31380618,1,-0.15636047814062623,-0.15636047814062623,-0.15636047814062623,-0.15636047814062623,5279,1,0,1,FALSE,5279
BRD-K11298197,florfenicol,1,-0.15636371188082177,-0.15636371188082177,-0.15636371188082177,-0.15636371188082177,5280,1,0,1,FALSE,5280
BRD-A69917777,aminopentamide,1,-0.15636868851241048,-0.15636868851241048,-0.15636868851241048,-0.15636868851241048,5281,1,0,1,FALSE,5281
BRD-A41250306,cyclopenthiazide,1,-0.15645712892710703,-0.15645712892710703,-0.15645712892710703,-0.15645712892710703,5282,1,0,1,FALSE,5282
BRD-K25737009,CD-1530,1,-0.15647189532469635,-0.15647189532469635,-0.15647189532469635,-0.15647189532469635,5283,1,0,1,FALSE,5283
BRD-A54845972,dihydroergotamine,1,-0.15653632802021222,-0.15653632802021222,-0.15653632802021222,-0.15653632802021222,5284,1,0,1,FALSE,5284
BRD-K93460210,lamotrigine,1,-0.15692317355515575,-0.15692317355515575,-0.15692317355515575,-0.15692317355515575,5285,1,0,1,FALSE,5285
BRD-K35723520,darinaparsin,1,-0.15699173744449957,-0.15699173744449957,-0.15699173744449957,-0.15699173744449957,5286,1,0,1,FALSE,5286
BRD-K45763312,BRD-K45763312,1,-0.1570421477739475,-0.1570421477739475,-0.1570421477739475,-0.1570421477739475,5287,1,0,1,FALSE,5287
BRD-K77830450,forskolin,1,-0.15720840782432982,-0.15720840782432982,-0.15720840782432982,-0.15720840782432982,5288,1,0,1,FALSE,5288
BRD-K49873138,SA-1459714,1,-0.1572164041631092,-0.1572164041631092,-0.1572164041631092,-0.1572164041631092,5289,1,0,1,FALSE,5289
BRD-K96271548,coumaric-acid,1,-0.15725746530849144,-0.15725746530849144,-0.15725746530849144,-0.15725746530849144,5290,1,0,1,FALSE,5290
BRD-K00442147,BRD-K00442147,1,-0.15734377988525952,-0.15734377988525952,-0.15734377988525952,-0.15734377988525952,5291,1,0,1,FALSE,5291
BRD-K71169984,BRD-K71169984,1,-0.15751412067255732,-0.15751412067255732,-0.15751412067255732,-0.15751412067255732,5292,1,0,1,FALSE,5292
BRD-K90885812,propantheline,1,-0.15755313994150988,-0.15755313994150988,-0.15755313994150988,-0.15755313994150988,5293,1,0,1,FALSE,5293
BRD-K98439022,BRD-K98439022,1,-0.15759773400707364,-0.15759773400707364,-0.15759773400707364,-0.15759773400707364,5294,1,0,1,FALSE,5294
BRD-K00662280,CL-218872,1,-0.1577443204566844,-0.1577443204566844,-0.1577443204566844,-0.1577443204566844,5295,1,0,1,FALSE,5295
BRD-K10087454,BRD-K10087454,1,-0.15774457912054704,-0.15774457912054704,-0.15774457912054704,-0.15774457912054704,5296,1,0,1,FALSE,5296
BRD-K33591392,BRD-K33591392,1,-0.15778714068496086,-0.15778714068496086,-0.15778714068496086,-0.15778714068496086,5297,1,0,1,FALSE,5297
BRD-K32906660,bis-tyrphostin,1,-0.15781111834247336,-0.15781111834247336,-0.15781111834247336,-0.15781111834247336,5298,1,0,1,FALSE,5298
BRD-A86044036,flurbiprofen-(+/-),1,-0.15787384827329637,-0.15787384827329637,-0.15787384827329637,-0.15787384827329637,5299,1,0,1,FALSE,5299
BRD-K50985433,BRD-K50985433,1,-0.15789989392824394,-0.15789989392824394,-0.15789989392824394,-0.15789989392824394,5300,1,0,1,FALSE,5300
BRD-K63399564,BRD-K63399564,1,-0.1580625795184855,-0.1580625795184855,-0.1580625795184855,-0.1580625795184855,5301,1,0,1,FALSE,5301
BRD-K30480208,torasemide,1,-0.15809993740413042,-0.15809993740413042,-0.15809993740413042,-0.15809993740413042,5302,1,0,1,FALSE,5302
BRD-K86905031,BRD-K86905031,1,-0.1581547313697399,-0.1581547313697399,-0.1581547313697399,-0.1581547313697399,5303,1,0,1,FALSE,5303
BRD-A28318179,aminomethyltransferase,1,-0.15819397260846235,-0.15819397260846235,-0.15819397260846235,-0.15819397260846235,5304,1,0,1,FALSE,5304
BRD-A96456596,FPL-55712,1,-0.15820863820731174,-0.15820863820731174,-0.15820863820731174,-0.15820863820731174,5305,1,0,1,FALSE,5305
BRD-K82216340,medroxyprogesterone,1,-0.15827548638492028,-0.15827548638492028,-0.15827548638492028,-0.15827548638492028,5306,1,0,1,FALSE,5306
BRD-A04172077,BRD-A04172077,1,-0.15834630296156232,-0.15834630296156232,-0.15834630296156232,-0.15834630296156232,5307,1,0,1,FALSE,5307
BRD-K46805185,XMD-1185H,5,-0.15842071773775424,-0.22774057346169804,0.04298307898343755,-0.568813956930524,5308,5,1,4,FALSE,5308
BRD-K42191735,buparlisib,5,-0.15845610267912064,-0.13362056405546474,0.11725633864733984,-0.3415281064119521,5309,5,1,4,FALSE,5309
BRD-K64800655,PHA-793887,5,-0.15849015977771888,-0.17389949283363487,0.25870470235766285,-0.5186396961213215,5310,5,1,4,FALSE,5310
BRD-K54771420,glycocholic-acid,1,-0.1585057608049469,-0.1585057608049469,-0.1585057608049469,-0.1585057608049469,5311,1,0,1,FALSE,5311
BRD-K62578746,BRD-K62578746,1,-0.1586080189987912,-0.1586080189987912,-0.1586080189987912,-0.1586080189987912,5312,1,0,1,FALSE,5312
BRD-K55044200,amoxicillin,1,-0.15864725805647417,-0.15864725805647417,-0.15864725805647417,-0.15864725805647417,5313,1,0,1,FALSE,5313
BRD-K30606628,KU-C104233,1,-0.15869565857201257,-0.15869565857201257,-0.15869565857201257,-0.15869565857201257,5314,1,0,1,FALSE,5314
BRD-K44084986,Y-27632,1,-0.159130020785285,-0.159130020785285,-0.159130020785285,-0.159130020785285,5315,1,0,1,FALSE,5315
BRD-K74348865,BRD-K74348865,1,-0.15914436481338698,-0.15914436481338698,-0.15914436481338698,-0.15914436481338698,5316,1,0,1,FALSE,5316
