"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction","immune_flag","luminal_flag","epithelial_flag","rank"
"HRASLS5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.82984578501194,1.74353178481195,23.1616286208032,0.000495883564417352,0.0316365550199269,"UP",FALSE,FALSE,FALSE,47
"EGR4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.81839995227318,0.0453369698975407,60.0549128797603,2.11221954897415e-06,0.00459794992152523,"UP",FALSE,FALSE,FALSE,48
"MAPK10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.78148923095242,1.03255610427783,35.0391956460392,7.25057642238268e-05,0.0175369960468037,"UP",FALSE,FALSE,FALSE,49
"ATP8A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.77099274132142,1.54875877954578,45.2479031799756,2.72297612918471e-05,0.0144680790356663,"UP",FALSE,FALSE,FALSE,50
"MTSS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.76072483823319,5.50594040358418,19.9064382039418,0.000972014464521047,0.0406968579849252,"UP",FALSE,FALSE,FALSE,51
"SAMD13","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.71161896872302,2.06700924157955,25.8938734912109,0.000336080807892575,0.0275244246703883,"UP",FALSE,FALSE,FALSE,52
"DAPK1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.6732737409415,2.44718085794002,25.5133716957548,0.000368631023737333,0.0281529817257313,"UP",FALSE,FALSE,FALSE,53
"WBP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.65916537363036,4.40381464667687,29.978792249469,0.000197786792830168,0.0231636525653445,"UP",FALSE,FALSE,FALSE,54
"RP11-290D2.6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.58711628012642,3.20585934191975,21.0497645066642,0.000792954569592724,0.0373890961496411,"UP",FALSE,FALSE,FALSE,55
"GRB7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.58542726310899,8.62908771621482,17.5806156463798,0.00151644554081115,0.0459121001138935,"UP",FALSE,FALSE,FALSE,56
"PIP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.57208443778675,7.29707592286599,17.5888103449306,0.00151452587063653,0.0459121001138935,"UP",FALSE,FALSE,FALSE,57
"EGR2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.55433163770601,2.28376760265932,45.3621564505423,3.19133582798334e-05,0.0144680790356663,"UP",FALSE,FALSE,FALSE,58
"CYP4X1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.54696608133556,3.90216690167184,22.9967617554164,0.000568531627265636,0.0328521049934423,"UP",FALSE,FALSE,FALSE,59
"PAPSS2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.52182131588615,5.11569407770947,35.814589423752,9.33074036251453e-05,0.0176621449093916,"UP",FALSE,FALSE,FALSE,60
"GET4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.49009129035704,3.29486177862784,21.4154406524023,0.000744454023058738,0.0367339101812943,"UP",FALSE,FALSE,FALSE,61
"FZD4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.48308055070851,2.14262405375804,22.7486716350201,0.000573484414555152,0.0328521049934423,"UP",FALSE,FALSE,FALSE,62
"RP11-793H13.3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.46094614592524,0.913286660865745,19.5970973698552,0.000855687577830717,0.0386717489759412,"UP",FALSE,FALSE,FALSE,63
"PDE4D","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.42410181584936,2.58467804625003,19.8280061476494,0.000980789279703053,0.0406968579849252,"UP",FALSE,FALSE,FALSE,64
"ASCL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.3805525664145,2.65969926752913,40.5898107304516,5.37714282325477e-05,0.0153005002815531,"UP",FALSE,FALSE,FALSE,65
"SLC40A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.36594679491419,5.59306479852549,36.6009170437594,8.47781302890246e-05,0.0176621449093916,"UP",FALSE,FALSE,FALSE,66
"GYG2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.35100410430159,1.22327774135982,18.8430410868014,0.00107254589813942,0.0417671400737343,"UP",FALSE,FALSE,FALSE,67
"SCGB2A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.28049151592302,11.0380014565287,19.5673922549834,0.00103243083910308,0.0412916846221031,"UP",FALSE,FALSE,FALSE,68
"AC144450.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.22321380569393,1.0057879895819,32.877763704394,0.000107393228661213,0.018541570670083,"UP",FALSE,FALSE,FALSE,69
"RASL11A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.20917390861985,3.74069945474786,31.7891001865158,0.000155484236929076,0.0216862966117358,"UP",FALSE,FALSE,FALSE,70
"CH507-42P11.8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.1606565511807,2.3612231027136,17.5277045431909,0.00152559922283361,0.0459121001138935,"UP",FALSE,FALSE,FALSE,71
"TRPV6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.13959604904612,3.41539915444163,18.5219310522671,0.0012685739517076,0.0443404753468482,"UP",FALSE,FALSE,FALSE,72
"EPHB6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.13257171818863,3.11861391944926,20.3783819394186,0.000895672012266882,0.0391489707528652,"UP",FALSE,FALSE,FALSE,73
"STARD3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.12208087883932,7.57582570456323,17.1478176239698,0.00165535482875064,0.0479954757951114,"UP",FALSE,FALSE,FALSE,74
"GGT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.12049325855629,2.71075737412158,26.0515675021815,0.000347577507381069,0.0275244246703883,"UP",FALSE,FALSE,FALSE,75
"ALDH1A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.10526261567744,1.92581034095695,18.8499156500662,0.00115502738356334,0.0427360131918435,"UP",FALSE,FALSE,FALSE,76
"PRSS27","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.07410885392113,3.5763623898965,19.4310535537367,0.00106693286481292,0.0417671400737343,"UP",FALSE,FALSE,FALSE,77
"ABCA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.06670851121281,2.57777478988027,20.4171766052934,0.000884177205928237,0.0391489707528652,"UP",FALSE,FALSE,FALSE,78
"SIDT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.06230232368533,2.19449142814366,26.103245719618,0.000341658911045155,0.0275244246703883,"UP",FALSE,FALSE,FALSE,79
"TPPP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.05778995572063,3.98928969593503,19.118670241893,0.00113040196641916,0.0422138057897841,"UP",FALSE,FALSE,FALSE,80
"AMACR","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.05683417801278,1.60061419048664,22.8040654633486,0.00055487596870988,0.032792918675655,"UP",FALSE,FALSE,FALSE,81
"ARHGAP4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.02671927391547,0.846315073090239,28.7586485351438,0.000198586580033112,0.0231636525653445,"UP",FALSE,FALSE,FALSE,82
"ZNF10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.96884944919445,3.33650011167413,42.5299358698097,4.4444952617831e-05,0.015276198056355,"UP",FALSE,FALSE,FALSE,83
"FOS","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.92706963666299,10.6256041433065,18.0273228254155,0.00138749875369197,0.0451923222493036,"UP",FALSE,FALSE,FALSE,84
"SLC9A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.89724740017698,0.967243885231924,16.6556290824424,0.00167418358809913,0.0482704455721031,"UP",FALSE,FALSE,FALSE,85
"MYB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.87866273686598,3.33910950398997,31.4187597750676,0.000163232327223305,0.0216862966117358,"UP",FALSE,FALSE,FALSE,86
"MT-ND4L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.8785645442977,10.5399719886607,20.7381371136622,0.000833254517798571,0.0381864465156742,"UP",FALSE,FALSE,FALSE,87
"MIR99AHG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.83713190256623,1.84190075824252,19.6726549391628,0.000991803732222046,0.0406968579849252,"UP",FALSE,FALSE,FALSE,88
"METTL7A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.79844289967802,3.37295186190168,22.0400604887024,0.00066815277554672,0.0339219255699882,"UP",FALSE,FALSE,FALSE,89
"MSMB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.79484867419403,3.13401373790552,17.7200156518505,0.00148400344349935,0.0458131168596374,"UP",FALSE,FALSE,FALSE,90
"ACY1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.76999545948172,2.93501550537972,40.4313790554375,5.54603392458995e-05,0.0154120742742701,"UP",FALSE,FALSE,FALSE,91
"DACH1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.74155554651514,1.46210646836507,19.4560560474033,0.00101993205273218,0.0411550652134058,"UP",FALSE,FALSE,FALSE,92
"C5orf49","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.73736861840191,1.95094427539948,29.4291314060536,0.000208270655585644,0.0233494514010002,"UP",FALSE,FALSE,FALSE,93
"ENTPD3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.72705376511782,1.28461021777437,22.4206516888792,0.000580357424104085,0.0329222258042064,"UP",FALSE,FALSE,FALSE,94
"C9orf47","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.66250110399998,0.496762472937282,17.1543957331601,0.00143000387294639,0.0454283676219455,"UP",FALSE,FALSE,FALSE,95
"SLC2A13","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.6256489509134,2.03389830833877,30.8882086474142,0.000171345426718884,0.0216862966117358,"UP",FALSE,FALSE,FALSE,96
"C21orf33","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.61335159005006,1.41547041409983,22.5310081452074,0.000586621459066565,0.0329222258042064,"UP",FALSE,FALSE,FALSE,97
"RP11-321G12.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59866693530397,0.0402391465114562,18.3041470133742,0.00103379380379969,0.0412916846221031,"UP",FALSE,FALSE,FALSE,98
"TTC6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59603613437166,2.64568092937889,78.5492398457661,2.5391103793579e-06,0.00473761723782764,"UP",FALSE,FALSE,FALSE,99
"HENMT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59443971976483,3.45331919987319,37.1354022161272,8.03162380447048e-05,0.0176508409119218,"UP",FALSE,FALSE,FALSE,100
"AP000769.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59368546645297,4.28347439463564,22.970400351517,0.000568714824157503,0.0328521049934423,"UP",FALSE,FALSE,FALSE,101
"PARD6G-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.58965064231154,3.35988970984672,27.442217874401,0.000283683670008661,0.0262696300387464,"UP",FALSE,FALSE,FALSE,102
"PTK6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.58337915353649,3.66548017946613,23.6290566928117,0.000511571216629286,0.0319695294755746,"UP",FALSE,FALSE,FALSE,103
"HSPA1B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.57654734146485,9.55801711012464,27.0876726812618,0.000296227704829996,0.0265049588092486,"UP",FALSE,FALSE,FALSE,104
"CRACR2B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.56036501418422,6.34257289254767,39.0728733479865,6.3708683124436e-05,0.0160019059670819,"UP",FALSE,FALSE,FALSE,105
"SPDEF","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.54609718138218,6.76310885735762,32.1687900832417,0.000146344608442702,0.0214764823693273,"UP",FALSE,FALSE,FALSE,106
"DNAJB1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.5435809593465,9.43589052058664,29.4502241739514,0.000210951325726822,0.0233494514010002,"UP",FALSE,FALSE,FALSE,107
"HIST1H2AK","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.53549572053641,0.100825331289458,17.3213635453021,0.00130871828263535,0.0446296853511758,"UP",FALSE,FALSE,FALSE,108
"EPB41L3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.53264444813067,1.86263452941038,17.1544466145009,0.00163134520031228,0.0476666659089007,"UP",FALSE,FALSE,FALSE,109
"NR4A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.53141375750907,5.49573294774793,24.0986394913615,0.000471080097200751,0.0313609197056284,"UP",FALSE,FALSE,FALSE,110
"BLNK","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.52686410396921,3.58580183203431,25.2217009676938,0.000396701613471506,0.0291085380536592,"UP",FALSE,FALSE,FALSE,111
"PRKACB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.52405634841418,3.77007173214686,39.9161664765977,5.8594648093462e-05,0.0156184632397695,"UP",FALSE,FALSE,FALSE,112
"HSPA1A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.51573601545106,10.3660116737112,20.1774737252327,0.000922345546219712,0.0397604957064943,"UP",FALSE,FALSE,FALSE,113
"RIMS2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.5041367491127,0.96666169207436,23.3722955503976,0.000480228873998582,0.0315189413230928,"UP",FALSE,FALSE,FALSE,114
"NGRN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.50065516502454,5.58262381177632,19.7921176376982,0.000991219486816718,0.0406968579849252,"UP",FALSE,FALSE,FALSE,115
"GRHL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.49572839584861,4.87313050006836,29.8127620175684,0.000201342102762716,0.0231636525653445,"UP",FALSE,FALSE,FALSE,116
"GPR160","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.48049125433381,5.82844288588711,33.821930186119,0.000118613642824732,0.0196102884675168,"UP",FALSE,FALSE,FALSE,117
"C9orf152","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.43921806120536,4.13228486159291,43.3881462494185,4.04341248088916e-05,0.0146697251146926,"UP",FALSE,FALSE,FALSE,118
"ZFP36","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.42076361653317,9.64918398354914,22.9521864013748,0.000567863497119447,0.0328521049934423,"UP",FALSE,FALSE,FALSE,119
"BSCL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.37232278302796,3.17319212170215,35.9205914402519,9.26137264425045e-05,0.0176621449093916,"UP",FALSE,FALSE,FALSE,120
"DPH1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.35502040651986,2.25004543447074,18.1652796379986,0.00135019433299661,0.0449441452912552,"UP",FALSE,FALSE,FALSE,121
"POMK","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.30901863748139,0.193494187634386,16.8697975510105,0.00147315229468772,0.0455993046828753,"UP",FALSE,FALSE,FALSE,122
"MSX2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.30865675189435,3.69877200961967,22.0214690818436,0.000669050796905825,0.0339219255699882,"UP",FALSE,FALSE,FALSE,123
"EGR1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.29092509156559,6.76644039744063,29.0866264806441,0.000222054251249454,0.0237725457013863,"UP",FALSE,FALSE,FALSE,124
"TP53INP2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.28407706365945,3.90920706239496,21.2233377621212,0.000768380119477519,0.0367432302683086,"UP",FALSE,FALSE,FALSE,125
"FOSB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.25465741447576,8.06105675167582,22.484713906846,0.000614378728647754,0.0331106853610584,"UP",FALSE,FALSE,FALSE,126
"PNPLA7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.22507940168943,0.153637075401562,20.3044088179876,0.000729554354855581,0.0363691199571326,"UP",FALSE,FALSE,FALSE,127
"FAM46C","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.22491201342647,2.71839100659968,31.259989086678,0.000166096835844568,0.0216862966117358,"UP",FALSE,FALSE,FALSE,128
"SPTLC3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.19103961465462,2.08257657672874,28.0274613331182,0.000256328078542314,0.0251085005868024,"UP",FALSE,FALSE,FALSE,129
"LRRC45","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.142128193336,3.42451014899773,20.8881674977908,0.000815990122461565,0.0379274425193134,"UP",FALSE,FALSE,FALSE,130
