"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction","immune_flag","luminal_flag","epithelial_flag"
"ZFP36","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.42076361653317,9.64918398354914,22.9521864013748,0.000567863497119447,0.0328521049934423,"HER2_Positive_higher",FALSE,FALSE,FALSE
"GPX3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.41894646712476,2.91528904483661,17.2086669823086,0.00127490184934266,0.0444039814780385,"Normal_higher",FALSE,FALSE,FALSE
"CHMP4A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.39776039472645,6.16491118360076,24.4997653052765,0.000440871889394013,0.030773892315494,"Normal_higher",FALSE,FALSE,FALSE
"GLIS3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.39334971844678,2.44694109664307,34.5671431299253,6.01847065585506e-05,0.0157214490472246,"Normal_higher",FALSE,FALSE,FALSE
"DAPP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.37636137750494,4.86492275570611,23.0707914811314,0.000536240185053365,0.0322717953905055,"Normal_higher",FALSE,FALSE,FALSE
"GSTO1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.37514430001486,7.26171244034619,16.9367354147819,0.00173204089719739,0.049178665561511,"Normal_higher",FALSE,FALSE,FALSE
"BSCL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.37232278302796,3.17319212170215,35.9205914402519,9.26137264425045e-05,0.0176621449093916,"HER2_Positive_higher",FALSE,FALSE,FALSE
"DPH1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.35502040651986,2.25004543447074,18.1652796379986,0.00135019433299661,0.0449441452912552,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SFN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.35151246638422,8.47963645221375,19.8961468093422,0.000972272788966378,0.0406968579849252,"Normal_higher",FALSE,FALSE,FALSE
"PROCR","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.35119706366474,1.16520246016231,21.4234160487912,0.000571668287243626,0.0328521049934423,"Normal_higher",FALSE,FALSE,FALSE
"ANGPTL4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.34595444882761,6.75137525967084,22.3581603675024,0.000629351306512263,0.0331106853610584,"Normal_higher",FALSE,FALSE,FALSE
"OGFRL1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.30962668164538,5.20725631230067,31.2572064962415,0.000161030453735134,0.0216862966117358,"Normal_higher",FALSE,FALSE,FALSE
"POMK","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.30901863748139,0.193494187634386,16.8697975510105,0.00147315229468772,0.0455993046828753,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MSX2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.30865675189435,3.69877200961967,22.0214690818436,0.000669050796905825,0.0339219255699882,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PLAUR","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.30712134383615,7.05846556961901,20.3744405841737,0.000892185041270757,0.0391489707528652,"Normal_higher",FALSE,FALSE,FALSE
"EGR1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.29092509156559,6.76644039744063,29.0866264806441,0.000222054251249454,0.0237725457013863,"HER2_Positive_higher",FALSE,FALSE,FALSE
"TP53INP2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.28407706365945,3.90920706239496,21.2233377621212,0.000768380119477519,0.0367432302683086,"HER2_Positive_higher",FALSE,FALSE,FALSE
"KISS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.28386736152235,1.33924471984501,22.7352154267777,0.00043464222679449,0.0305207641084023,"Normal_higher",FALSE,FALSE,FALSE
"ITGA2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.27744227407076,5.47188265368524,24.0324512344276,0.000470544124035078,0.0313609197056284,"Normal_higher",FALSE,FALSE,FALSE
"GLRX","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.27608955410897,7.05518373204813,22.7805366241681,0.000586172652160738,0.0329222258042064,"Normal_higher",FALSE,FALSE,FALSE
"FAM184B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.26124854344354,1.46638371250502,16.4574232592093,0.0015043419754645,0.0459070339755649,"Normal_higher",FALSE,FALSE,FALSE
"FOSB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.25465741447576,8.06105675167582,22.484713906846,0.000614378728647754,0.0331106853610584,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MAP7D3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.24179316272259,2.39600195778452,17.3155756951015,0.00118866468714702,0.0430059542349784,"Normal_higher",FALSE,FALSE,FALSE
"PNPLA7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.22507940168943,0.153637075401562,20.3044088179876,0.000729554354855581,0.0363691199571326,"HER2_Positive_higher",FALSE,FALSE,FALSE
"FAM46C","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.22491201342647,2.71839100659968,31.259989086678,0.000166096835844568,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CARHSP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.22254819146559,8.46354423444142,26.2445948209656,0.000336566870330841,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"SPTLC3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.19103961465462,2.08257657672874,28.0274613331182,0.000256328078542314,0.0251085005868024,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PRDM1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.18319295451455,1.85308743420928,22.8892101727402,0.000384847909341458,0.0284759166565796,"Normal_higher",FALSE,FALSE,FALSE
"LRRC45","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.142128193336,3.42451014899773,20.8881674977908,0.000815990122461565,0.0379274425193134,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NMT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.12805391456358,5.50420787104908,30.9828124497102,0.000169741806104776,0.0216862966117358,"Normal_higher",FALSE,FALSE,FALSE
"DNAJB4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.12298613112093,6.01202505288975,23.5333807885729,0.000516198566377326,0.0320814282559647,"HER2_Positive_higher",FALSE,FALSE,FALSE
"BCKDHA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.11689526342598,2.74811700259639,22.1563252553747,0.000653300817876391,0.0337263319457848,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SLC25A37","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.11430664065416,7.06409887688223,18.5480132782042,0.00125625793279313,0.0443262305482862,"Normal_higher",FALSE,FALSE,FALSE
"MTHFD1L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.11430246130006,3.75319254748265,39.1335040904845,5.22621662414096e-05,0.0153005002815531,"Normal_higher",FALSE,FALSE,FALSE
"MFI2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.10664860039336,3.98038060368655,23.3157988413159,0.00048650400838824,0.0316365550199269,"Normal_higher",FALSE,FALSE,FALSE
"CFAP69","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.10433550777277,1.72725651905662,18.2462127152539,0.00131688543018991,0.044674910658988,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CCDC28B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.10243745270476,2.72548736038371,17.9959935516471,0.0010904066631038,0.0420056890324051,"Normal_higher",FALSE,FALSE,FALSE
"S1PR3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.08241254439575,3.02202911303952,19.2907156750137,0.00109347938680176,0.0420056890324051,"HER2_Positive_higher",FALSE,FALSE,FALSE
"FTH1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.0770319319908,15.0165135092166,20.9209430819724,0.000806438258925999,0.0378880938842895,"Normal_higher",FALSE,FALSE,FALSE
"HDAC9","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.07667797322054,2.6518632076824,18.1959828670767,0.00103785762688164,0.04132761727043,"Normal_higher",FALSE,FALSE,FALSE
"NEK10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.06967734278878,1.28141963737877,16.8704618289876,0.00169879520761344,0.0486578162426297,"HER2_Positive_higher",FALSE,FALSE,FALSE
"YBX2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.06279926897389,1.80584824595013,19.0331300336385,0.00112632386266504,0.0422138057897841,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PSORS1C1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.05603215148971,3.75944424079543,21.2222614800333,0.000689476886351577,0.0346356062024536,"Normal_higher",FALSE,FALSE,FALSE
"ZC3HAV1L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.04536879310631,0.994082742854963,27.4290156752852,0.000257601950741255,0.0251085005868024,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MAP2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.04489759829146,3.07342697008347,26.4447668368058,0.000250643142653301,0.0248003794408694,"Normal_higher",FALSE,FALSE,FALSE
"ADGRF1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.04131692413681,4.2429970395071,18.8911918216174,0.00111731412785885,0.0422138057897841,"Normal_higher",FALSE,FALSE,FALSE
"LDLRAD4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.00832190269696,3.77640922361345,17.5447810842332,0.00153368266873766,0.0459436452669325,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NPM2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.97103080281838,1.65913930308942,23.1534050691428,0.000366120296525912,0.0281288070172055,"Normal_higher",FALSE,FALSE,FALSE
"USP3-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.95879324800634,0.90504416873345,22.8058481190528,0.000532527428777428,0.0322464671269451,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RP11-2C24.9","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.95148139480131,1.676381104797,17.118488030661,0.0012339617314369,0.0436768947812935,"Normal_higher",FALSE,FALSE,FALSE
"CREB3L4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.93253999601801,5.50825400775325,24.810295967986,0.000420333799513828,0.029963614190183,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MSN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.92280815598672,5.62642601048557,20.2552403622418,0.000908096319970527,0.0395354867837835,"Normal_higher",FALSE,FALSE,FALSE
"KIAA1324","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.91528204881629,5.19154590358626,40.6084363828581,5.38873756183633e-05,0.0153005002815531,"HER2_Positive_higher",FALSE,FALSE,FALSE
"LEKR1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.91417500418043,1.53646061043525,28.2619204126387,0.000242066315796744,0.0245087453536532,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SNX24","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.91338059419089,3.91967496051483,32.5144523491442,0.000125565524970898,0.0201469577923256,"Normal_higher",FALSE,FALSE,FALSE
"TAP2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.91078377220982,3.99499433870483,28.611664742756,0.000217644769164635,0.0236888194171608,"Normal_higher",FALSE,FALSE,FALSE
"KRTAP5-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.89483032146288,1.54794861402284,18.4173363235159,0.00125909436746146,0.0443262305482862,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CHADL","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.89399608275002,0.884221403238555,19.3768956080603,0.000992735476867754,0.0406968579849252,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NPNT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.89245689060702,2.04764337032994,27.0408806296339,0.000296280835016484,0.0265049588092486,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.87844269628615,4.9924000623823,18.160142568995,0.00135368797470154,0.0449441452912552,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RAD54B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.87310183048144,0.844069971964225,22.1643745343426,0.000597394343128162,0.0329222258042064,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NBPF26","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.87288136203437,1.98666416429008,17.5242285458873,0.00152491112725489,0.0459121001138935,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CTSC","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.86829390157664,6.3012337449634,23.3657164667641,0.000531558489749685,0.0322464671269451,"Normal_higher",FALSE,FALSE,FALSE
"PMAIP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.86735348297116,6.67631166978389,17.9170813008726,0.00142139477437931,0.0453907998732717,"Normal_higher",FALSE,FALSE,FALSE
"MAN2B1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.85839118746508,3.17184616913655,21.291228899097,0.000759308915335807,0.0367432302683086,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RP11-2B6.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.84711478848207,0.421501484202964,19.0424951206624,0.00100272682121831,0.0406968579849252,"HER2_Positive_higher",FALSE,FALSE,FALSE
"EIF4A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.83995424695691,7.72841913327564,19.356953425431,0.00107531964445731,0.0417671400737343,"Normal_higher",FALSE,FALSE,FALSE
"AIFM2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.8337784825085,4.92311041573211,20.7650296339604,0.000818946449496013,0.0379274425193134,"Normal_higher",FALSE,FALSE,FALSE
"ERO1A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.82937412956779,6.84868130701794,18.1707021949878,0.00135187627180821,0.0449441452912552,"Normal_higher",FALSE,FALSE,FALSE
"LINC00863","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.82326276455205,2.57576167915995,22.2933017583632,0.000636632911731409,0.0332602498404957,"HER2_Positive_higher",FALSE,FALSE,FALSE
"KCNN4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.82109649125665,5.16396653737097,28.8088317193633,0.000228762269170343,0.0237948503456174,"Normal_higher",FALSE,FALSE,FALSE
"CTD-3131K8.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.81681560182255,2.28169087453769,22.2893670592411,0.000447671659133593,0.030773892315494,"Normal_higher",FALSE,FALSE,FALSE
"GATM","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.81179340545485,4.15848492452925,19.5254466296068,0.00104428283555888,0.0413314488340442,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PTPN13","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.80707253260414,2.91974341998912,26.2221582436155,0.000339346742484545,0.0275244246703883,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ATP6V1B2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.80231557214634,5.68778488844556,18.294887036174,0.00131662550877651,0.044674910658988,"Normal_higher",FALSE,FALSE,FALSE
"DNAJA4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.79553431420151,5.13605295612541,30.8594069481313,0.00017434049033246,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"GADD45A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.79287908348795,6.56542987064393,26.4604690629447,0.000326465259931316,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"VKORC1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-2.79242811067629,6.43708965885284,22.5539256536866,0.000608950979136833,0.0331106853610584,"Normal_higher",FALSE,FALSE,FALSE
"HIST1H2AG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.78125034465607,1.12470376428677,22.3371148735684,0.000593630631927264,0.0329222258042064,"HER2_Positive_higher",FALSE,FALSE,FALSE
"LRRC75B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.78033942991022,2.70968990533562,22.3955250682555,0.0006260724107737,0.0331106853610584,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ERMP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.75850957884226,3.83278271300144,26.4795451414401,0.000326247436094937,0.0275244246703883,"HER2_Positive_higher",FALSE,FALSE,FALSE
"HIST1H3H","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.74638456655567,2.7644211401756,21.2099174621059,0.000768887942122824,0.0367432302683086,"HER2_Positive_higher",FALSE,FALSE,FALSE
